timestamp,platform,source,slug,status,http_code,error
2026-07-20 13:00:14,skillhub,juejin,ai-artist-workstation,fail,0,"{""dryRun"": true, ""slug"": ""ai-artist-workstation"", ""version"": ""1.0.0""} "
2026-07-20 13:00:16,skillhub,juejin,ai-video-director,fail,0,"{""dryRun"": true, ""slug"": ""ai-video-studio-pro"", ""version"": ""1.0.0""} "
2026-07-20 13:00:18,skillhub,juejin,ai-writing-style-cloner,fail,0,"{""dryRun"": true, ""slug"": ""ai-writing-style-cloner"", ""version"": ""1.0.0""} "
2026-07-20 13:00:19,skillhub,juejin,content-refiner,fail,0,"{""dryRun"": true, ""slug"": ""content-refiner"", ""version"": ""1.0.0""} "
2026-07-20 13:00:20,skillhub,juejin,cyber-fortune-teller,fail,0,"{""dryRun"": true, ""slug"": ""fortune-reading-studio"", ""version"": ""1.0.0""} "
2026-07-20 13:00:22,skillhub,juejin,drama-hit-producer,fail,0,"{""dryRun"": true, ""slug"": ""drama-hit-producer"", ""version"": ""1.0.0""} "
2026-07-20 13:00:23,skillhub,juejin,ebook-factory,success,200,
2026-07-20 13:00:25,skillhub,juejin,ecommerce-pricing-strategist,fail,0,"{""dryRun"": true, ""slug"": ""ecommerce-pricing-strategist"", ""version"": ""1.0.0""} "
2026-07-20 13:00:27,skillhub,juejin,hook-retention-master,success,200,
2026-07-20 13:00:28,skillhub,juejin,intel-sentinel,fail,0,"{""dryRun"": true, ""slug"": ""intel-sentinel"", ""version"": ""1.0.0""} "
2026-07-20 13:00:30,skillhub,juejin,novel-autopilot,fail,0,"{""dryRun"": true, ""slug"": ""novel-autopilot"", ""version"": ""1.1.0""} "
2026-07-20 13:00:32,skillhub,juejin,poetry-craftsman,fail,0,"{""dryRun"": true, ""slug"": ""poetry-craftsman"", ""version"": ""1.1.0""} "
2026-07-20 13:00:34,skillhub,juejin,sales-copy-writer,fail,0,"{""dryRun"": true, ""slug"": ""sales-copy-writer"", ""version"": ""1.1.0""} "
2026-07-20 13:00:36,skillhub,juejin,seo-doctor,fail,0,"{""dryRun"": true, ""slug"": ""seo-doctor"", ""version"": ""1.1.0""} "
2026-07-20 13:00:37,skillhub,juejin,seo-rank-monopolizer,fail,0,"{""dryRun"": true, ""slug"": ""seo-rank-monopolizer"", ""version"": ""1.1.0""} "
2026-07-20 13:00:39,skillhub,juejin,stealth-browser-assistant,fail,0,"{""dryRun"": true, ""slug"": ""stealth-browser-assistant"", ""version"": ""1.1.0""} "
2026-07-20 13:00:41,skillhub,juejin,title-hook-factory,success,200,
2026-07-20 13:00:43,skillhub,juejin,topic-hunter,fail,0,"{""dryRun"": true, ""slug"": ""topic-hunter"", ""version"": ""1.1.0""} "
2026-07-20 13:00:45,skillhub,juejin,viral-decoder,fail,0,"{""dryRun"": true, ""slug"": ""viral-decoder"", ""version"": ""1.1.0""} "
2026-07-20 13:00:47,skillhub,juejin,viral-prophet,fail,0,"{""dryRun"": true, ""slug"": ""viral-prophet"", ""version"": ""1.1.0""} "
2026-07-20 13:00:51,skillhub,opensource,api-design-architect,fail,0,"{""dryRun"": true, ""slug"": ""api-design-architect"", ""version"": ""1.1.0""} "
2026-07-20 13:00:53,skillhub,opensource,auth-security-architect,fail,0,"{""dryRun"": true, ""slug"": ""auth-security-architect"", ""version"": ""1.1.0""} "
2026-07-20 13:00:55,skillhub,opensource,azure-cloud-automator,fail,0,"{""dryRun"": true, ""slug"": ""azure-cloud-automator"", ""version"": ""1.1.0""} "
2026-07-20 13:00:57,skillhub,opensource,brainstorm-facilitator,fail,0,"{""dryRun"": true, ""slug"": ""requirement-explorer-pro"", ""version"": ""1.1.0""} "
2026-07-20 13:00:59,skillhub,opensource,brand-identity-creator,fail,0,"{""dryRun"": true, ""slug"": ""brand-identity-creator"", ""version"": ""1.1.0""} "
2026-07-20 13:01:01,skillhub,opensource,c-suite-advisor,fail,0,"{""dryRun"": true, ""slug"": ""c-suite-advisor"", ""version"": ""1.1.0""} "
2026-07-20 13:01:03,skillhub,opensource,canvas-art-designer,fail,0,"{""dryRun"": true, ""slug"": ""canvas-art-designer"", ""version"": ""1.1.0""} "
2026-07-20 13:01:05,skillhub,opensource,clickhouse-analytics,fail,0,"{""dryRun"": true, ""slug"": ""clickhouse-olap-expert"", ""version"": ""1.1.0""} "
2026-07-20 13:01:07,skillhub,opensource,cloudflare-edge-developer,fail,0,"{""dryRun"": true, ""slug"": ""cloudflare-edge-developer"", ""version"": ""1.1.0""} "
2026-07-20 13:01:08,skillhub,opensource,code-review-sentinel,fail,0,"{""dryRun"": true, ""slug"": ""code-review-sentinel"", ""version"": ""1.1.0""} "
2026-07-20 13:01:10,skillhub,opensource,competitive-ad-spy,fail,0,"{""dryRun"": true, ""slug"": ""competitive-ad-spy"", ""version"": ""1.0.0""} "
2026-07-20 13:01:11,skillhub,opensource,compliance-manager,fail,0,"{""dryRun"": true, ""slug"": ""compliance-manager"", ""version"": ""1.0.0""} "
2026-07-20 13:01:13,skillhub,opensource,content-cms-architect,fail,0,"{""dryRun"": true, ""slug"": ""content-cms-architect"", ""version"": ""1.0.0""} "
2026-07-20 13:01:14,skillhub,opensource,copywriting-master,fail,0,"{""dryRun"": true, ""slug"": ""copywriting-master"", ""version"": ""1.0.0""} "
2026-07-20 13:01:15,skillhub,opensource,csv-insight-miner,fail,0,"{""dryRun"": true, ""slug"": ""csv-insight-miner"", ""version"": ""1.0.0""} "
2026-07-20 13:01:17,skillhub,opensource,debug-doctor,fail,0,"{""dryRun"": true, ""slug"": ""debug-doctor"", ""version"": ""1.0.0""} "
2026-07-20 13:01:18,skillhub,opensource,deep-research-engine,fail,0,"{""dryRun"": true, ""slug"": ""deep-research-engine"", ""version"": ""1.0.0""} "
2026-07-20 13:01:20,skillhub,opensource,docx-document-master,fail,0,"{""dryRun"": true, ""slug"": ""docx-document-master"", ""version"": ""1.0.0""} "
2026-07-20 13:01:21,skillhub,opensource,duckdb-analytics-engine,fail,0,"{""dryRun"": true, ""slug"": ""duckdb-analytics-engine"", ""version"": ""1.0.0""} "
2026-07-20 13:01:23,skillhub,opensource,lead-research-hunter,fail,0,"{""dryRun"": true, ""slug"": ""lead-research-hunter"", ""version"": ""1.0.0""} "
2026-07-20 13:01:25,skillhub,opensource,legal-assistant-pro,fail,0,"{""dryRun"": true, ""slug"": ""legal-doc-reviewer"", ""version"": ""1.1.0""} "
2026-07-20 13:01:26,skillhub,opensource,mcp-server-builder,fail,0,"{""dryRun"": true, ""slug"": ""mcp-toolkit-builder"", ""version"": ""1.1.0""} "
2026-07-20 13:01:27,skillhub,opensource,nextjs-fullstack-guide,fail,0,"{""dryRun"": true, ""slug"": ""nextjs-fullstack-guide"", ""version"": ""1.1.0""} "
2026-07-20 13:01:29,skillhub,opensource,pdf-toolkit-pro,fail,0,"{""dryRun"": true, ""slug"": ""pdf-workflow-suite"", ""version"": ""1.1.0""} "
2026-07-20 13:01:30,skillhub,opensource,performance-optimizer-pro,fail,0,"{""dryRun"": true, ""slug"": ""performance-optimizer-pro"", ""version"": ""1.1.0""} "
2026-07-20 13:01:32,skillhub,opensource,plan-architect,fail,0,"{""dryRun"": true, ""slug"": ""plan-architect"", ""version"": ""1.1.0""} "
2026-07-20 13:01:33,skillhub,opensource,pptx-presentation-pro,fail,0,"{""dryRun"": true, ""slug"": ""pptx-presentation-pro"", ""version"": ""1.1.0""} "
2026-07-20 13:01:35,skillhub,opensource,remotion-video-studio,fail,0,"{""dryRun"": true, ""slug"": ""react-video-composer"", ""version"": ""1.1.0""} "
2026-07-20 13:01:36,skillhub,opensource,research-article-crafter,fail,0,"{""dryRun"": true, ""slug"": ""research-article-crafter"", ""version"": ""1.1.0""} "
2026-07-20 13:01:38,skillhub,opensource,scientific-research-assistant,fail,0,"{""dryRun"": true, ""slug"": ""scientific-research-assistant"", ""version"": ""1.1.0""} "
2026-07-20 13:01:39,skillhub,opensource,security-hardening-shield,fail,0,"{""dryRun"": true, ""slug"": ""security-hardening-shield"", ""version"": ""1.1.0""} "
2026-07-20 13:01:40,skillhub,opensource,seo-audit-master,fail,0,"{""dryRun"": true, ""slug"": ""seo-audit-master"", ""version"": ""1.1.0""} "
2026-07-20 13:01:42,skillhub,opensource,stripe-payment-integrator,fail,0,"{""dryRun"": true, ""slug"": ""stripe-payment-integrator"", ""version"": ""1.1.0""} "
2026-07-20 13:01:43,skillhub,opensource,terraform-iac-architect,fail,0,"{""dryRun"": true, ""slug"": ""terraform-iac-architect"", ""version"": ""1.1.0""} "
2026-07-20 13:01:45,skillhub,opensource,test-driven-coder,fail,0,"{""dryRun"": true, ""slug"": ""test-driven-coder"", ""version"": ""1.1.0""} "
2026-07-20 13:01:46,skillhub,opensource,theme-stylist,fail,0,"{""dryRun"": true, ""slug"": ""theme-stylist"", ""version"": ""1.1.0""} "
2026-07-20 13:01:48,skillhub,opensource,twitter-viral-optimizer,fail,0,"{""dryRun"": true, ""slug"": ""twitter-viral-optimizer"", ""version"": ""1.1.0""} "
2026-07-20 13:01:49,skillhub,opensource,web-artifact-studio,fail,0,"{""dryRun"": true, ""slug"": ""web-artifact-studio"", ""version"": ""1.1.0""} "
2026-07-20 13:01:51,skillhub,opensource,web-scraper-engine,fail,0,"{""dryRun"": true, ""slug"": ""web-scraper-engine"", ""version"": ""1.1.0""} "
2026-07-20 13:01:52,skillhub,opensource,xlsx-data-wizard,fail,0,"{""dryRun"": true, ""slug"": ""xlsx-data-wizard"", ""version"": ""1.1.0""} "
2026-07-20 13:02:19,skillhub,juejin,ai-artist-workstation,fail,1,"{""success"": false, ""status"": 409, ""error"": ""slug 冲突: 版本 1.0.0 已存在，请使用新的版本号发布"", ""body"": {""code"": ""VERSION_EXISTS"", ""error"": ""版本 1.0.0 已存在，请使用新的版本号发布""}} "
2026-07-20 13:02:21,skillhub,juejin,ai-video-director,fail,1,"{""success"": false, ""status"": 409, ""error"": ""slug 冲突: 版本 1.0.0 已存在，请使用新的版本号发布"", ""body"": {""code"": ""VERSION_EXISTS"", ""error"": ""版本 1.0.0 已存在，请使用新的版本号发布""}} "
2026-07-20 13:02:22,skillhub,juejin,ai-writing-style-cloner,fail,1,"{""success"": false, ""status"": 409, ""error"": ""slug 冲突: 版本 1.0.0 已存在，请使用新的版本号发布"", ""body"": {""code"": ""VERSION_EXISTS"", ""error"": ""版本 1.0.0 已存在，请使用新的版本号发布""}} "
2026-07-20 13:02:24,skillhub,juejin,content-refiner,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:26,skillhub,juejin,cyber-fortune-teller,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:28,skillhub,juejin,drama-hit-producer,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:29,skillhub,juejin,ebook-factory,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:31,skillhub,juejin,ecommerce-pricing-strategist,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:33,skillhub,juejin,hook-retention-master,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:34,skillhub,juejin,intel-sentinel,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:36,skillhub,juejin,novel-autopilot,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:38,skillhub,juejin,poetry-craftsman,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:40,skillhub,juejin,sales-copy-writer,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:41,skillhub,juejin,seo-doctor,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:43,skillhub,juejin,seo-rank-monopolizer,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:45,skillhub,juejin,stealth-browser-assistant,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:46,skillhub,juejin,title-hook-factory,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:48,skillhub,juejin,topic-hunter,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:50,skillhub,juejin,viral-decoder,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:51,skillhub,juejin,viral-prophet,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:53,skillhub,opensource,api-design-architect,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:55,skillhub,opensource,auth-security-architect,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:56,skillhub,opensource,azure-cloud-automator,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:02:58,skillhub,opensource,brainstorm-facilitator,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:00,skillhub,opensource,brand-identity-creator,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:01,skillhub,opensource,c-suite-advisor,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:03,skillhub,opensource,canvas-art-designer,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:05,skillhub,opensource,clickhouse-analytics,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:07,skillhub,opensource,cloudflare-edge-developer,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:08,skillhub,opensource,code-review-sentinel,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:10,skillhub,opensource,competitive-ad-spy,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:12,skillhub,opensource,compliance-manager,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:14,skillhub,opensource,content-cms-architect,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:15,skillhub,opensource,copywriting-master,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:17,skillhub,opensource,csv-insight-miner,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:19,skillhub,opensource,debug-doctor,fail,1,"{""success"": false, ""status"": 409, ""error"": ""slug 冲突: 版本 1.0.0 已存在，请使用新的版本号发布"", ""body"": {""code"": ""VERSION_EXISTS"", ""error"": ""版本 1.0.0 已存在，请使用新的版本号发布""}} "
2026-07-20 13:03:21,skillhub,opensource,deep-research-engine,fail,1,"{""success"": false, ""status"": 409, ""error"": ""slug 冲突: slug 'deep-research-engine' 已被 clawhub 来源占用"", ""body"": {""error"": ""slug 'deep-research-engine' 已被 clawhub 来源占用""}} "
2026-07-20 13:03:22,skillhub,opensource,docx-document-master,fail,1,"{""success"": false, ""status"": 409, ""error"": ""slug 冲突: 版本 1.0.0 已存在，请使用新的版本号发布"", ""body"": {""code"": ""VERSION_EXISTS"", ""error"": ""版本 1.0.0 已存在，请使用新的版本号发布""}} "
2026-07-20 13:03:24,skillhub,opensource,duckdb-analytics-engine,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:26,skillhub,opensource,lead-research-hunter,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:28,skillhub,opensource,legal-assistant-pro,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:29,skillhub,opensource,mcp-server-builder,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:31,skillhub,opensource,nextjs-fullstack-guide,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:33,skillhub,opensource,pdf-toolkit-pro,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:34,skillhub,opensource,performance-optimizer-pro,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:36,skillhub,opensource,plan-architect,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:38,skillhub,opensource,pptx-presentation-pro,fail,1,"{""success"": false, ""status"": 566, ""error"": ""服务端错误，请稍后重试 (566): <!doctype html><html lang=zh-CN><meta charset=UTF-8><meta content=\""width=device-width,initial-scale=1\"" name=viewport><title></title><st"
2026-07-20 13:03:40,skillhub,opensource,remotion-video-studio,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:41,skillhub,opensource,research-article-crafter,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:43,skillhub,opensource,scientific-research-assistant,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:45,skillhub,opensource,security-hardening-shield,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:46,skillhub,opensource,seo-audit-master,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:48,skillhub,opensource,stripe-payment-integrator,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:50,skillhub,opensource,terraform-iac-architect,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:51,skillhub,opensource,test-driven-coder,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:53,skillhub,opensource,theme-stylist,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:55,skillhub,opensource,twitter-viral-optimizer,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:56,skillhub,opensource,web-artifact-studio,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:03:58,skillhub,opensource,web-scraper-engine,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
2026-07-20 13:04:00,skillhub,opensource,xlsx-data-wizard,fail,1,"{""success"": false, ""status"": 429, ""error"": ""发布频率过高: 请求过于频繁，请稍后再试"", ""body"": {""error"": ""请求过于频繁，请稍后再试"", ""code"": ""RATE_LIMITED""}} "
